relative_id,relative_family,relative_level,relative_status,source_relation_id,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,first_break_direction,first_break_mode,break_side,or_break_edge_value,ib_same_side_edge_value,same_side_gap_to_ib,shared_boundary_on_break_side,first_break_relative_case,can_confirm_ib_break_from_current_fields,requires_break_price_for_ib_confirmation,inference_scope,width_error_day
IBORFB|IBOR|EURUSD|M1|london|2026-04-23|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-04-23|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-23,60,30,up,close,up,1.16997,1.17007,0.00010,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-04-23|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-04-23|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-23,60,30,down,wick,down,1.16801,1.16793,0.00008,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-04-24|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-04-24|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-24,60,30,up,close,up,1.16803,1.16817,0.00014,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-04-24|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-04-24|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-24,60,30,up,close,up,1.17036,1.17180,0.00144,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-04-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-04-27|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-27,60,30,up,close,up,1.17306,1.17315,0.00009,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-04-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-04-27|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-27,60,30,down,close,down,1.17413,1.17398,0.00015,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-04-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-04-28|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-28,60,30,up,wick,up,1.17145,1.17164,0.00019,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-04-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-04-28|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-28,60,30,up,wick,up,1.16957,1.16993,0.00036,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-04-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-04-29|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-29,60,30,up,close,up,1.17075,1.17077,0.00002,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-04-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-04-29|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-29,60,30,up,wick,up,1.17092,1.17096,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-04-30|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-04-30|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-30,60,30,down,close,down,1.16575,1.16551,0.00024,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-04-30|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-04-30|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-30,60,30,up,close,up,1.17153,1.17195,0.00042,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-01|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-01,60,30,down,wick,down,1.17263,1.17259,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-01|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-01,60,30,up,wick,up,1.17458,1.17582,0.00124,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-04|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-04,60,30,down,close,down,1.17292,1.17276,0.00016,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-04|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-04,60,30,down,wick,down,1.17021,1.16957,0.00064,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-05|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-05,60,30,up,wick,up,1.16867,1.16874,0.00007,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-05|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-05,60,30,down,close,down,1.16873,1.16833,0.00040,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-06|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-06|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-06,60,30,up,close,up,1.17284,1.17429,0.00145,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-06|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-06|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-06,60,30,down,wick,down,1.17694,1.17694,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-07|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-07|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-07,60,30,up,wick,up,1.17530,1.17536,0.00006,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-07|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-07|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-07,60,30,down,close,down,1.17650,1.17622,0.00028,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-08|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-08,60,30,up,close,up,1.17307,1.17359,0.00052,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-08|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-08,60,30,down,wick,down,1.17614,1.17614,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-11|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-11|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-11,60,30,down,close,down,1.17544,1.17502,0.00042,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-11|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-11|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-11,60,30,up,close,up,1.17741,1.17746,0.00005,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-12|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-12|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-12,60,30,up,close,up,1.17578,1.17598,0.00020,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-12|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-12|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-12,60,30,down,wick,down,1.17405,1.17349,0.00056,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-13|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-13|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-13,60,30,down,wick,down,1.17336,1.17322,0.00014,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-13|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-13|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-13,60,30,up,wick,up,1.17145,1.17152,0.00007,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-14|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-14|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-14,60,30,up,close,up,1.17163,1.17173,0.00010,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-14|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-14|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-14,60,30,down,wick,down,1.17049,1.17041,0.00008,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-15|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-15,60,30,down,wick,down,1.16506,1.16465,0.00041,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-15|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-15|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-15,60,30,down,close,down,1.16364,1.16364,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-18|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-18|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-18,60,30,down,close,down,1.16208,1.16191,0.00017,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-18|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-18|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-18,60,30,up,wick,up,1.16364,1.16364,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-19|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-19|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-19,60,30,down,close,down,1.16404,1.16352,0.00052,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-19|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-19|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-19,60,30,down,close,down,1.16111,1.16111,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-20|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-20|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-20,60,30,down,close,down,1.16021,1.15970,0.00051,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-20|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-20|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-20,60,30,up,close,up,1.16029,1.16029,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-21|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-21|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-21,60,30,up,close,up,1.16217,1.16236,0.00019,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-21|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-21|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-21,60,30,up,close,up,1.16135,1.16160,0.00025,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-22|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-22,60,30,up,wick,up,1.16150,1.16155,0.00005,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-22|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-22|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-22,60,30,down,close,down,1.15952,1.15934,0.00018,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-25|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-25|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-25,60,30,up,close,up,1.16376,1.16438,0.00062,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-25|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-25|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-25,60,30,down,close,down,1.16414,1.16402,0.00012,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-26|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-26|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-26,60,30,down,close,down,1.16332,1.16293,0.00039,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-26|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,shared_edge_confirmed_from_current_fields,IBOR|EURUSD|M1|new_york|2026-05-26|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-26,60,30,down,close,down,1.16377,1.16377,0.00000,1,shared_edge_break,1,0,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-27|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-27,60,30,up,wick,up,1.16409,1.16424,0.00015,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-27|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-27|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-27,60,30,up,close,up,1.16405,1.16419,0.00014,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-28|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-28,60,30,up,close,up,1.15918,1.15927,0.00009,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-28|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-28|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-28,60,30,down,wick,down,1.16036,1.16034,0.00002,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-05-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-05-29|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-05-29,60,30,down,close,down,1.16354,1.16343,0.00011,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-05-29|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-05-29|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-05-29,60,30,up,close,up,1.16444,1.16449,0.00005,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-01|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-01,60,30,up,wick,up,1.16474,1.16485,0.00011,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-06-01|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-06-01|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-06-01,60,30,down,wick,down,1.16461,1.16417,0.00044,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-02|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-02|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-02,60,30,up,wick,up,1.16364,1.16388,0.00024,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-06-02|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-06-02|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-06-02,60,30,up,close,up,1.16462,1.16468,0.00006,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-03|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-03|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-03,60,30,down,wick,down,1.16247,1.16243,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-06-03|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-06-03|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-06-03,60,30,up,close,up,1.16178,1.16203,0.00025,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-04|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-04,60,30,up,close,up,1.16061,1.16129,0.00068,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-06-04|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-06-04|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-06-04,60,30,up,close,up,1.16342,1.16434,0.00092,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-05|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-05,60,30,up,close,up,1.16165,1.16170,0.00005,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-06-05|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-06-05|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-06-05,60,30,down,close,down,1.16388,1.16354,0.00034,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-08|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-08,60,30,up,wick,up,1.15335,1.15339,0.00004,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|new_york|2026-06-08|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|new_york|2026-06-08|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-06-08,60,30,up,wick,up,1.15324,1.15422,0.00098,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
IBORFB|IBOR|EURUSD|M1|london|2026-06-09|60|IB60|OR30,IB_OR_FIRST_BREAK_RELATIVE,RELATION_P0,conservative_gap_remaining_inference,IBOR|EURUSD|M1|london|2026-06-09|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-06-09,60,30,up,close,up,1.15420,1.15482,0.00062,0,or_break_with_ib_same_side_gap_remaining,0,1,edge_alignment_only,0
