batch_id	src_path	md_path	encoding	cluster_id	cluster_name
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\40 kdj指标配合accer过滤.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\40 kdj指标配合accer过滤.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\41 多因子模型（三）-交易回测.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\41 多因子模型（三）-交易回测.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\42 低估值+TRIX+RSI 低回撤策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\42 低估值+TRIX+RSI 低回撤策略.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\43 无模型评估的多因子模型.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\43 无模型评估的多因子模型.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\44 新手初来，写了一个价值投资策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\44 新手初来，写了一个价值投资策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\45 布林带策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\45 布林带策略.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\46 Get API 新技能，研究中写策略并回测.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\46 Get API 新技能，研究中写策略并回测.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\47 次新小盘策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\47 次新小盘策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\48 再测一支.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\48 再测一支.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\49 海龟克隆优化.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-04_期货_趋势_动量系统\49 海龟克隆优化.md	gb18030	TX-04	期货/趋势/动量系统
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\50 简单配对交易.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-05_配对_统计套利_相关性\50 简单配对交易.md	gb18030	TX-05	配对/统计套利/相关性
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\51 HS300--随机森林拐点识别.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\51 HS300--随机森林拐点识别.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\52 布林带1.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\52 布林带1.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\53 小市值策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\53 小市值策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\54 中长线买入卖出点选择.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\54 中长线买入卖出点选择.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\55 中小板-中证500配对交易.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-05_配对_统计套利_相关性\55 中小板-中证500配对交易.md	gb18030	TX-05	配对/统计套利/相关性
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\56 爱神的箭放声大哭.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\56 爱神的箭放声大哭.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\57 黄泽森策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\57 黄泽森策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\58 MACD金叉买入，死叉卖出.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\58 MACD金叉买入，死叉卖出.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\59 小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\59 小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\60 投资期末作业.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\60 投资期末作业.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\61 向导式策略生成器生成的成长股精选策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\61 向导式策略生成器生成的成长股精选策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\62 选股策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\62 选股策略.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\63 向导式.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-07_杂项_练习_待筛\63 向导式.md	gb18030	TX-07	杂项/练习/向导/待筛
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\64 12年年化34%，Sharpe1.2，银行股轮动.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\64 12年年化34%，Sharpe1.2，银行股轮动.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\65 8只基金按PE调仓.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\65 8只基金按PE调仓.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\66 高于MA10买入低于MA20卖出回测半年收益率20.4%.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\67 多因子回测完整模板（筛选和买卖条件强于‘策略生成器’）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\67 多因子回测完整模板（筛选和买卖条件强于‘策略生成器’）.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\68 板块轮动不动？.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\68 板块轮动不动？.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\69 阻力支撑相对强度（RSRS）指标择时策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\69 阻力支撑相对强度（RSRS）指标择时策略.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\70 蓝筹&均线.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\70 蓝筹&均线.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\71 【投资学】CAPM单因子回归模型+ROE股票池（含止损）.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\71 【投资学】CAPM单因子回归模型+ROE股票池（含止损）.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\72 基金定投-沪深300-5年回测.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\72 基金定投-沪深300-5年回测.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\73 跟着港资（北向资金）买A股.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-06_资金流_事件驱动\73 跟着港资（北向资金）买A股.md	gb18030	TX-06	资金流/事件驱动/公告类
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\74 基于沪深300的增强.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-03_行业_ETF_轮动_指数增强\74 基于沪深300的增强.md	gb18030	TX-03	行业/ETF/轮动/指数增强
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\75 财务因子策略.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-02_因子_价值_财务_ML\75 财务因子策略.md	gb18030	TX-02	因子/价值/财务/机器学习
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\76 MACD——大盘择时.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\76 MACD——大盘择时.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\77 RSRS大盘择时优化.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\77 RSRS大盘择时优化.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\78 GFTD第二版.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\78 GFTD第二版.md	gb18030	TX-01	择时/指标/大盘信号
20260615_txt_to_md_0666ebd8ac	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究__SOURCE_RAW\新的参考书\《Python股票量化交易从入门到实践》完整版\1.量化策略代码(99份)（赠品）\79 DMI——大盘择时.txt	12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\05_txt源码_md归档\TX-01_择时_指标_大盘信号\79 DMI——大盘择时.md	gb18030	TX-01	择时/指标/大盘信号
