paper_id	action	source_path	staging_path	source_exists	staging_exists	source_size	staging_size	sha256_match	source_sha256	staging_sha256	outside_refs_basename	outside_refs_fullpath
S-017	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之二——关注主板预减快报后的短期反弹机会以及中小板盈利公告.pdf	1	1	756962	756962	1	edc3cb19592b0c8050eb290261c00633945b6cdb62fc8471fdcfacf72db17feb	edc3cb19592b0c8050eb290261c00633945b6cdb62fc8471fdcfacf72db17feb	0	0
S-018	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之三——指数样本股调整.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之三——指数样本股调整.pdf	1	1	449555	449555	1	6300c4d56bf6fe659fb8b11b854ebfea6dd808c6c71319c4d40041599d9e73d7	6300c4d56bf6fe659fb8b11b854ebfea6dd808c6c71319c4d40041599d9e73d7	0	0
S-019	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之四——ETF事件套利研究.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之四——ETF事件套利研究.pdf	1	1	377669	377669	1	8bc5fda3f878f0e2b5b301323db7c26013717e68afde6cc9c0bd3a256d8588c7	8bc5fda3f878f0e2b5b301323db7c26013717e68afde6cc9c0bd3a256d8588c7	0	0
S-020	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之五——大股东增减持——关注增持比例较大的事件机会.pdf	1	1	657088	657088	1	85fe482d26ba8210fd03cab08675cd6f2bebd177b90cf4470fe6223a3825e32c	85fe482d26ba8210fd03cab08675cd6f2bebd177b90cf4470fe6223a3825e32c	0	0
S-021	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之六——规避预案陷阱，把握实施收益.pdf	1	1	537798	537798	1	4b73e2d70019c15dd29f131a4a967f6c2fab9e4c1f175da082776c009a4a456f	4b73e2d70019c15dd29f131a4a967f6c2fab9e4c1f175da082776c009a4a456f	0	0
S-022	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之七——高送转行情下的事件性投资机会.pdf	1	1	458106	458106	1	4c4429d057d919d00c14b53ff9699c9294bc2d0d84be29900752543da6bfadfa	4c4429d057d919d00c14b53ff9699c9294bc2d0d84be29900752543da6bfadfa	0	0
S-023	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之九——股权激励续篇.pdf	1	1	520111	520111	1	3e82f2f364d27a624510059a05e2acf6a6540c4af13adda8a2b494eb0c1b43e0	3e82f2f364d27a624510059a05e2acf6a6540c4af13adda8a2b494eb0c1b43e0	0	0
S-024	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十一——事件驱动组合止损机制设计.pdf	1	1	647309	647309	1	eda1cabba5750dbd1013536241fbaabc24fe709a6b519c7d4083b8729e86beac	eda1cabba5750dbd1013536241fbaabc24fe709a6b519c7d4083b8729e86beac	0	0
S-025	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十二——重要股东持股结构变化蕴含的信息分析.pdf	1	1	1213641	1213641	1	22f70d60dd3909f6ab3a3a6e8f0a76f312782a910ee572cbfd6ceaa7e0304d1a	22f70d60dd3909f6ab3a3a6e8f0a76f312782a910ee572cbfd6ceaa7e0304d1a	0	0
S-026	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\事件驱动策略系列\事件驱动策略之十三——定增事件投资——甄别市场，把握买点.pdf	1	1	1505631	1505631	1	f19d081c5b8062332cfb89f408271468d76c30d5ec640c90ba87b3093a16c35e	f19d081c5b8062332cfb89f408271468d76c30d5ec640c90ba87b3093a16c35e	0	0
S-027	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\现金流量市值比因子的极值效应.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\现金流量市值比因子的极值效应.pdf	1	1	334421	334421	1	f5e852934415cc63de91b277d6c2e1fab9583806354e32d35a805ead2f626467	f5e852934415cc63de91b277d6c2e1fab9583806354e32d35a805ead2f626467	0	0
S-028	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——全市场选股方法改进.pdf	1	1	431364	431364	1	44c93762098fae6c9bab375359461aa0894f42b0996bc0b01543292804d5f476	44c93762098fae6c9bab375359461aa0894f42b0996bc0b01543292804d5f476	0	0
S-029	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在房地产行业上的实证.pdf	1	1	531259	531259	1	c2c2c85de70e53008d78e00164667b9294ca1307d1381a0db2b5e1643af624e4	c2c2c85de70e53008d78e00164667b9294ca1307d1381a0db2b5e1643af624e4	0	0
S-030	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在纺织服装行业上的实证.pdf	1	1	377586	377586	1	6d0a2d7fe366e1128038c4ddf0f7427b11aaa427363ca0137efcc62403c08b81	6d0a2d7fe366e1128038c4ddf0f7427b11aaa427363ca0137efcc62403c08b81	0	0
S-031	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在公用事业行业上的实证以及选股因子权重的再讨论.pdf	1	1	442998	442998	1	9572fbb14785bac2dfeb02fac10e7311dcec2f0c3decbbf8e595323ab83de194	9572fbb14785bac2dfeb02fac10e7311dcec2f0c3decbbf8e595323ab83de194	0	0
S-032	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在化学工业行业上的实证.pdf	1	1	431591	431591	1	fee764cf8bb929c6787f02a47f90a7a2cacea4a5b936aac0d9212b53c2fccb9b	fee764cf8bb929c6787f02a47f90a7a2cacea4a5b936aac0d9212b53c2fccb9b	0	0
S-033	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\多因子选股模型\相关性选股策略——在有色金属行业上的实证.pdf	1	1	476022	476022	1	cbf7440b5f7352dd4cee093bc7134260e67a134af0da16dfceed8a66e71b40d6	cbf7440b5f7352dd4cee093bc7134260e67a134af0da16dfceed8a66e71b40d6	0	0
S-034	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\选股因子研究系列\行业内股票业绩弹性分析——在钢铁行业上的实证.pdf	1	1	466972	466972	1	76f650e2ed4f86ca7f5e3e22c094e26bf108c42221c842f6ed42ad1cd81e6f3b	76f650e2ed4f86ca7f5e3e22c094e26bf108c42221c842f6ed42ad1cd81e6f3b	0	0
S-035	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\成长股选股模型\行业内选股策略——钢铁行业.pdf	1	1	423154	423154	1	84adedd992ba91db34a170e913bf4c09b7b3514d7108fb59bc81eee2a003a8f7	84adedd992ba91db34a170e913bf4c09b7b3514d7108fb59bc81eee2a003a8f7	0	0
S-036	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化选股 40份\成长股选股模型\行业内选股策略——有色金属行业.pdf	1	1	480600	480600	1	556116f52c0e0854191293762f80eae9f095db57f1d0ce9b3aa80bc81879ca4b	556116f52c0e0854191293762f80eae9f095db57f1d0ce9b3aa80bc81879ca4b	0	0
T-001	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\度量市场“恐惧与贪婪”的量化择时指标.pdf	1	1	418655	418655	1	8410bfc05766ad8d52ad1fc5e47707bf00397bd0555433e1c1908a4f2754798d	8410bfc05766ad8d52ad1fc5e47707bf00397bd0555433e1c1908a4f2754798d	0	0
T-002	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\通过产业资本增减持数据构建的量化择时指标.pdf	1	1	831206	831206	1	f588ca1c695f1aa72f92d96ac636235e7dcf320907af4d7ef912da823cfaf3a1	f588ca1c695f1aa72f92d96ac636235e7dcf320907af4d7ef912da823cfaf3a1	0	0
T-003	MOVE	D:\Stock\cut_file\《Python股票量化交易从入门到实践》完整版\2.其他量化资料(62份)（赠品）\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	D:\Stock\trading_assistant\12_tooling_runtime_archive\batch_09_legacy_analysis_migration__20260707\lifted_trading_analysis\10_来源库_SOURCE_LIBRARY\01_Kimi拆书待入库\GROUP_08_A股量化_数据研究\00_external_import_staging\confirmed_bookdir\量化择时 3份\量化择时——度量市场“恐惧与贪婪”的量化择时指标.pdf	1	1	418642	418642	1	6a4440a7f8173f0f181ed8365bae19ffcb8ebf9a668416b92e176dffe089bbcc	6a4440a7f8173f0f181ed8365bae19ffcb8ebf9a668416b92e176dffe089bbcc	0	0
